id,name,url,city,state_full,state_short,logo_url,facebook_url,twitter_url,phone,profile,forbes_url
192,University of Iowa,http://www.uiowa.edu/,Iowa City,Iowa,IA,http://i.forbesimg.com/media/lists/colleges/university-of-iowa_200x200.jpg,https://www.facebook.com/universityofiowa,https://twitter.com/uiowa,(319) 335-3500,"Located in Iowa City, the public research university offers over 200 majors, minors and certificate programs through 13 colleges and academic units. Forty-two percent of undergraduates are involved in research. The university has top-ranked writing programs in fiction, poetry and nonfiction, and its medical school and associated hospital are among the best in the nation. The most popular areas of study are business, engineering, biology, psychology and English. In 1933 UI became the first school to broadcast educational television. It was also the first school to officially recognize a gay student organization in 1970. The University of Iowa competes in NCAA Division I athletics, and the school mascot is Herky the Hawk. Riverfest is a student -run weekend concert festival that occurs in the spring.",http://www.forbes.com/colleges/university-of-iowa/?list=top-colleges
193,Ursinus College,http://www.ursinus.edu/,Collegeville,Pennsylvania,PA,http://i.forbesimg.com/media/lists/colleges/ursinus-college_200x200.jpg,https://www.facebook.com/ursinuscollege,https://twitter.com/UrsinusCollege,610-409-3000,"A private liberal arts college in Collegeville, PA. Established in 1869, the college is named after Zacharias Baer, a 16th century German theologian who changed his last name to Ursinus at age 16. Ursinus’ 170-acre campus is approximately 25 miles from Philadelphia. Students hail from 35 states and 12 countries and can select from more than 60 majors at Ursinus. There are over 100 student clubs and organizations on campus. Since 2000, all students and faculty members are issued laptops as part of the school’s laptop initiative. The Center for Science and the Common Good allows students to explore the intersection of science and the humanities. The Berman Museum of Art, which sees over 30,000 visitors each year, is home to more than 4,000 paintings, prints, drawings and other objects. Ursinus has a reputation for students getting married to one another at an above-average rate. The school’s varsity athletics teams compete in the Centennial Conference (NCAA Division III) and are known as the Bears. J.D. Salinger, who left after one semester in 1938, is perhaps the college’s most famous attendee.",http://www.forbes.com/colleges/ursinus-college/?list=top-colleges
194,College of the Ozarks,http://www.cofo.edu/,Point Lookout,Missouri,MO,http://i.forbesimg.com/media/lists/colleges/college-of-the-ozarks_200x200.jpg,https://www.facebook.com/CollegeoftheOzarks,https://twitter.com/cofoHardWorkU,(417) 334-6411,"College of the Ozarks was established in 1906 and is related by covenant to the Presbyterian Church (U.S.A.). Known for its debt-free education, the school charges no tuition for full-time students. Around 70% of the college’s revenue is derived from gift income and earnings from endowment. To defray the cost of tuition, all students work 15 hours each week at one of 80 campus work sites, including a dairy farm, grist mill and a student-run hotel and restaurant. Through the college’s Patriotic Education Travel Program, a number of students have accompanied veterans to historic battle sites in France, Hawaii, Okinawa and Iwo Jima, among others, since the program began in 2009. The school has hosted a number of important visitors, including former Pres. George W. Bush, former Gov. Sarah Palin and former Prime Minister of Great Britain Margaret Thatcher. The college participates in NAIA athletics, and the school mascots are the Bobcats and the Lady Bobcats. It is located near Branson, MO, unofficially nicknamed ""Vegas without the gambling.""",http://www.forbes.com/colleges/college-of-the-ozarks/?list=top-colleges
195,Baylor University,http://www.baylor.edu/,Waco,Texas,TX,http://i.forbesimg.com/media/lists/colleges/baylor-university_200x200.jpg,https://www.facebook.com/BaylorAthletics,https://twitter.com/Baylor,(254) 710-1011,"Baylor University prides itself on being the largest Baptist University in the world as well as the oldest continually operating institution of higher learning in Texas. There are 141 baccalaureate programs in 11 colleges, and the College of Arts and Sciences alone offers over 5,000 courses, as well as internships, international scholarships and study abroad opportunities. Since 1993, 35 Baylor students have become Fulbright Scholars. Competing in the NCAA Division I, Big 12 Conference, the Baylor Bears have 17 varsity sports teams. Baylor is credited with celebrating the first university homecoming, an event which has been held annually for over a century.",http://www.forbes.com/colleges/baylor-university/?list=top-colleges
196,Bentley University,http://www.bentley.edu/,Waltham,Massachusetts,MA,http://i.forbesimg.com/media/lists/colleges/bentley-university_200x200.jpg,https://www.facebook.com/bentleyuniversity,https://twitter.com/bentleyu,781-891-2000,"Founded in 1917 as a school of accounting and finance in Waltham, Mass., Bentley University now provides a four-year private business education with Bachelor of Science degrees in 11 business fields and Bachelor of Arts degrees in five arts and science disciplines. Bentley prides itself on a fusion of liberal arts and business; many undergraduates double major in business. The school competes in NCAA Division II, with 23 men’s and women’s varsity sports teams. The Bentley women’s basketball team won the NCAA Division II National Championship this year. Bentley boasts over 100 student organizations, including theater groups, a radio station and a TV broadcasting station. On the night before finals begin, faculty and staff serve food to the students from 11:00 p.m. to 1:00 a.m. at the popular “Breakfast by Moonlight” event.",http://www.forbes.com/colleges/bentley-university/?list=top-colleges
197,Southwestern University,http://www.southwestern.edu/,Georgetown,Texas,TX,http://i.forbesimg.com/media/lists/colleges/southwestern-university_200x200.jpg,https://www.facebook.com/SouthwesternUniversity,https://twitter.com/SouthwesternU,512-863-1200,"Southwestern University is a private liberal arts college in Georgetown, TX. With roots dating back to 1835, the university remains affiliated with the United Methodist Church. Southwestern’s 26 academic departments offer 40 majors and 36 minors. Students are encouraged to explore clusters of connected interdisciplinary courses, an approach the university terms Paideia. Nearly 90% of Southwestern students come from Texas and over 75% of students live in residential campus housing. There are approximately 100 student organizations on the university’s 701-acre campus The university signed an agreement with the city of Georgetown to get all of its energy from wind power over the next 18 years, making it one of the few universities with an entirely “green” power source. Southwestern’s student athletes compete in the Southern Collegiate Athletic Conference (SCAC) at the NCAA Division III. Teams are known as the Pirates.",http://www.forbes.com/colleges/southwestern-university/?list=top-colleges
198,University of Pittsburgh,http://www.pitt.edu/,Pittsburgh,Pennsylvania,PA,http://i.forbesimg.com/media/lists/colleges/university-of-pittsburgh-pittsburgh-campus_200x200.jpg,https://www.facebook.com/upitt,https://twitter.com/PittTweet,412-624-4141,"Founded in 1787, the university is composed of a main, 132-acre campus in Oakland, and regional campuses in Bradford, Greensburg, Johnstown and Titusville, PA. The university offers over 470 degree programs in its 16 undergraduate, graduate and professional schools. Research is conducted in more than 300 centers, clinics, laboratories and institutes. The top-ranked University of Pittsburgh Medical Center is affiliated with Pitt’s schools of health and medicine and operates more than 22 academic, community and specialty hospitals. Pitt athletes compete in NCAA Division I. The school colors are blue and gold, and the mascot is the panther. Featured Pitt study abroad programs include International Marketing in Ecuador, Cuban Social Policy Issues in Cuba and Monsters, Madmen, and the Modern City in Prague. In 1955, Pitt researchers developed the first polio vaccine. Prominent alumni include Oscar-winning actor Gene Kelly, Pulitzer Prize-winning author Michael Chabon and Nobel Prize winner and discoverer of cortisone, Philip Hench.",http://www.forbes.com/colleges/university-of-pittsburgh-pittsburgh-campus/?list=top-colleges
199,Manhattan College,http://www.manhattan.edu/,New York,New York,NY,http://i.forbesimg.com/media/lists/colleges/manhattan-college_200x200.jpg,https://www.facebook.com/ManhattanCollegeEdu,https://twitter.com/ManhattanEdu,718-862-8000,"Manhattan College is a private college located in Riverdale, NY. It was established in 1853 and is affiliated with the Roman Catholic Church in the Lasallian tradition. Despite the school’s name, its campus is actually located in the Bronx, across the street from New York City’s fourth largest park, Van Cortlandt Park. The school is one of 182 remaining colleges that were founded before the Civil War. Manhattan College is one of 283 institutions in the U.S. with a Phi Beta Kappa chapter, the nation’s oldest and most widely known academic honor society. Manhattan College has 3,600 students – 3,200 undergraduate. Its freshman-to-sophomore full-time retention rate is 83%. About 300 students intern each year at local organizations and businesses such as New York Mets, PricewaterhouseCoopers and Goldman Sachs. Manhattan competes in NCAA Division I athletics, and the school’s mascot is the Jaspers.",http://www.forbes.com/colleges/manhattan-college/?list=top-colleges
200,University of Wyoming,http://www.uwyo.edu/,Laramie,Wyoming,WY,http://i.forbesimg.com/media/lists/colleges/university-of-wyoming_200x200.jpg,https://www.facebook.com/uwpride,https://twitter.com/UWyonews,307-766-1121,"A public research university in Laramie, the school first opened its doors to a class of 42 students in 1887. Today, students hail from all 50 states and over 90 countries around the globe. The university’s 8 colleges offer students approximately 190 areas of study. There are more than 200 student organizations on campus. The University of Wyoming Art Museum features more than 8,000 objects, and the school’s Geological Museum includes a 75-foot Brontosaurus skeleton. The University of Wyoming’s school colors date back to an 1895 alumni banquet. Attendees were so enamored with the decorative Brown-Eyed Susans that they chose brown and gold as the official school colors. Student-athletes compete in the Mountain West Conference at the NCAA Division I level. Varsity athletic teams are known as the Wyoming Cowboys and Cowgirls. Notable alumni include former Vice President Dick Cheney, head of Coca-Cola’s Greater China and Korea Business Unit David Brooks and late Los Angeles Lakers majority owner Jerry Buss.",http://www.forbes.com/colleges/university-of-wyoming/?list=top-colleges
201,Gustavus Adolphus College,https://gustavus.edu/,St Peter,Minnesota,MN,http://i.forbesimg.com/media/lists/colleges/gustavus-adolphus-college_200x200.jpg,https://www.facebook.com/gustavusadolphuscollege,https://twitter.com/gustavus,(507) 933-8000,"Gustavus Adolphus College is a liberal arts college in Saint Peter, MN. Retaining its Swedish and Lutheran heritage, it was founded in 1862 and is affiliated with the Evangelical Lutheran Church in America. The school offers daily Sabbath services and 12 student-run religious organizations. This October marks the 50th anniversary of the Nobel Conference, welcoming Nobel Laureates, scientists, theologians, and other luminaries on campus for a series of talks. Nearly 40% of students choose to participate in GAC’s fine arts program. There are five choral ensembles, two wind orchestras, one symphony and one chamber orchestra, two jazz ensembles and numerous instrumental and chamber ensembles. Students of GAC are dubbed “Gusties.” Every winter Gusties bravely go “traying” where they take cafeteria trays and sled down the steep hills around campus. GAC is a NCAA Division III participant. In March the athletic department announced that it would discontinue its men’s and women’s Nordic skiing team.",http://www.forbes.com/colleges/gustavus-adolphus-college/?list=top-colleges
202,"University of Oklahoma, Norman",http://www.ou.edu/web.html,Norman,Oklahoma,OK,http://i.forbesimg.com/media/lists/colleges/university-of-oklahoma-norman-campus_200x200.jpg,https://www.facebook.com/uoklahoma,https://twitter.com/UofOklahoma,(405) 325-0311,"Founded in 1890, this public research university is composed of 20 colleges that offer more than 150 majors at the undergraduate level, 160 master’s degrees, and 80 degrees at the doctoral and doctoral professional level. The OU Health Sciences Center is a satellite campus in Oklahoma City. The university competes in NCAA Division I athletics, with particular success over the years in football, and its teams are known as the Sooners, in reference to the pioneering settlers who rushed into the state before the official start of the government-sanctioned Land Run of 1889. The Pride of Oklahoma is the 300-member school marching band, which has its origins in an early 1900s OU pep band. The Sooner Schooner is a covered wagon driven by two ponies that crosses the football field before games.",http://www.forbes.com/colleges/university-of-oklahoma-norman-campus/?list=top-colleges
203,Samford University,http://www.samford.edu/,Birmingham,Alabama,AL,http://i.forbesimg.com/media/lists/colleges/samford-university_200x200.jpg,https://www.facebook.com/SamfordUniversity?sk=wall,https://twitter.com/samfordu,205-726-2011,"Samford University is a private university in Birmingham, AL. It was founded in 1841 as Howard College. Samford offers nearly 150 undergraduate majors, minors and concentrations. The school’s recently created College of Health Sciences continues its history of preparing students for healthcare careers. While upperclassmen can petition to live elsewhere, all non-commuting students under the age of 21 must live on-campus. Students looking to get involved can take part in one of the 125 student organizations and clubs on campus, including 14 fraternities and sororities. There are many traditions at Samford, including the Lighting of the Way ceremony, when the community takes part in caroling and the lighting of the campus tree, and Spring Fling, a week of picnics, paintball and a free concert. Student-athletes compete in the Southern Conference at the NCAA Division I level. Teams are known as the Samford Bulldogs. More than 40% of students participate in intramural sports.",http://www.forbes.com/colleges/samford-university/?list=top-colleges
204,Auburn University,http://www.auburn.edu/,Auburn,Alabama,AL,http://i.forbesimg.com/media/lists/colleges/auburn-university-main-campus_200x200.jpg,https://www.facebook.com/auburnu,https://twitter.com/AuburnU,(334) 844-4000,"Founded in 1856 as the East Alabama Male College, Auburn University is now a co-educational, public research institution. Auburn, a small town of about 40,000, is located about four hours from the Florida coastline. The university offers over 140 formal majors, housed in 12 colleges. Students can choose to participate in over 300 clubs and organizations. Known for their friendliness, students annually dedicate an entire day – “Hey Day” – to saying “hey” to each other. During Tiger Walk, a tradition since the early 1960s, thousands of Auburn fans line Donahue Drive two hours before each home game to cheer on the football players as they march towards the stadium. Notable alumni include actress Octavia Spencer, several NFL and NBA players, as well as Rowdy Gaines, an Olympic gold medalist.The Auburn Tigers have been nationally recognized for their athletics, winning the 2013 Southeastern Conference football championship, eight men’s swimming and diving championships, and five women’s swimming and diving championships. Auburn competes in the NCAA Division I-A, and the school mascot is Aubie the Tiger.",http://www.forbes.com/colleges/auburn-university-main-campus/?list=top-colleges
205,Carroll College,http://www.carroll.edu/,Helena,Montana,MT,http://i.forbesimg.com/media/lists/colleges/carroll-college_200x200.jpg,https://www.facebook.com/carrollcollege,https://twitter.com/CarrollCollege,800.992.3648,"Carroll College is a private, Catholic liberal arts college located in Montana’s capital city, Helena. About half of Carroll enrollees are Montana residents. Carroll students are required to take core curriculum classes consisting of five foundational courses. Flagship programs include biology, civil engineering, nursing, and mathematics. Carroll pre-med students consistently post an 85% acceptance rate to medical and dental schools. Over the years, Carroll undergraduates have discovered more than 10 new species. The Talking Saints forensics team has won Northwest Championships for the past 24 years.The school’s athletic teams, nicknamed the Fighting Saints, compete in NAIA athletics.",http://www.forbes.com/colleges/carroll-college/?list=top-colleges
206,The Catholic University of America,http://www.cua.edu/,Washington,District of Columbia,DC,http://i.forbesimg.com/media/lists/colleges/catholic-university-of-america_200x200.jpg,https://www.facebook.com/CatholicUniversity,https://twitter.com/CatholicUniv,202-319-5000,"Catholic University of America is a private university founded in 1887 by U.S. Catholic Bishops with the support of Pope Leo XIII, and it is the U.S. national university of the Catholic Church. To date, it’s the only institution of higher education founded by the U.S. Catholic bishops. Today, 80% of undergraduates and 59% of graduates are Catholic. The university has 13 schools and 21 research facilities. The Campus Ministry Office offers campus RENEW groups and numerous student-run retreats throughout the academic year that allow students of all religions to explore their faith. Students often volunteer with organizations such as the Little Sisters of the Poor, Habitat for Humanity, and St. Ann’s Infant and Maternity Home. Campus Ministry is responsible for overseeing fellowship provided to students to maintain their Catholic faith. Students, faculty and staff are invited to sign the Community Pledge to manifest their faith to the Church’s teaching. There are three research centers at CUA: Vitreous State Laboratory, Institute for Policy Research & Catholic Studies and John Paul II Institute for Studies on Marriage and Family. The sports teams are called the Cardinals and they compete in the NCAA's Division III.",http://www.forbes.com/colleges/catholic-university-of-america/?list=top-colleges
207,Saint Mary's College of Maryland,http://www.smcm.edu/,St Mary,Maryland,MD,http://i.forbesimg.com/media/lists/colleges/st-marys-college-of-maryland_200x200.jpg,https://www.facebook.com/stmarysMD,https://twitter.com/StMarysMD,240-895-2000,"Saint Mary’s College of Maryland is a non-religious, Public Honors College that opened its doors in 1840. The school was originally legislated as a girls’ boarding school. SMC offers 31 academic programs with 23 majors and 26 minors. Sixty-nine percent of SMC students choose to major or minor in a second academic discipline. The most popular degree programs are biology, economics, English, political science and psychology. With such close proximity to the nation’s capital, SMC students have the opportunity to participate in The Washington Program, a summer political science program where students enroll in a week-long foundation course, complete an internship at places like Capitol Hill, Federal Government and Think Tanks and are then matched with alumni mentors in their assigned internship to evaluate their experience. More than half of the 2012 graduating class chose to study abroad in one of SMC’s 27 programs. This waterfront school grants students free daily access to kayaks, stand-up paddleboards, windsurfing equipment and FJ sailboats for their own recreational use. Many students can also be found gathered around SMC’s abundant fire pits, outdoor fireplaces and grills outside residence halls. Saint Mary’s has 17 Division III athletic teams. SMC consistently has one of the highest percentages of student-athletes on CAC’s All-Academic team.",http://www.forbes.com/colleges/st-marys-college-of-maryland/?list=top-colleges
208,Marquette University,http://www.marquette.edu/,Milwaukee,Wisconsin,WI,http://i.forbesimg.com/media/lists/colleges/marquette-university_200x200.jpg,https://www.facebook.com/MarquetteU,https://twitter.com/MarquetteU,414-288-7302,"Marquette University, a Catholic and Jesuit university, is located in Milwaukee, WI. It opened in 1881.The university had nearly 8,300 undergraduate students and an additional 3,400 graduate students enrolled for fall 2012. Nearly three-quarters of students are from out-of-state. Marquette University offers around 78 academic majors, 77 minors and pre-professional programs in dentistry, law and medicine. Marquette is home to 17,000 cubic feet of archival material, with over 11,000 volumes including a number of J.R.R Tolkien’s original manuscripts. Marquette University competes in the NCAA Division I and the school mascot is the Golden Eagle.",http://www.forbes.com/colleges/marquette-university/?list=top-colleges
209,Northeastern University,http://www.northeastern.edu/,Boston,Massachusetts,MA,http://i.forbesimg.com/media/lists/colleges/northeastern-university_200x200.jpg,https://www.facebook.com/northeastern,https://twitter.com/Northeastern,617.373.2000,"Located in Boston, MA, Northeastern University’s nine colleges and schools offer a wide selection of bachelor’s to doctoral degrees. The institution is best known for its co-op program, where students alternate two semesters of full-time study with semesters of full-time employment in four or five-year programs. Students in this program typically gain up to 18 months of real work experience. Co-op positions are offered in 69 countries—including the Dominican Republic, Belize, South Africa, even Antarctica — and the study abroad office boasts 60 traditional programs in 43 countries, such as Japan or England. Northeastern’s International Business Program affords students the opportunity to gain a dual-degree in a sister school in Europe or Mexico. The N.U.in Program allows first-year students to spend their first semester studying abroad in Australia, Greece, England or Ireland. Notable attendees include the founder of Napster, Shawn Fanning, and Biz Stone, cofounder of Twitter. Northeastern University competes in NCAA Division I athletics.",http://www.forbes.com/colleges/northeastern-university/?list=top-colleges
210,Wittenberg University,http://www.wittenberg.edu/,Springfield,Ohio,OH,http://i.forbesimg.com/media/lists/colleges/wittenberg-university_200x200.jpg,https://www.facebook.com/wittenberguniversity,https://twitter.com/wittenberg,800-677-7558,"Wittenberg University is a coeducational, private liberal arts university located in Springfield, OH. It was established in 1845 by a group of Evangelical Lutheran pastors to train church clergy. With a nearly $90 million endowment, today the school has grown to offer more than 60 majors and minors to around 2,000 students. Wittenberg offers cooperative programs with other U.S. colleges. Engineering students can participate in the 3-2 program, which allows students to study three years at Wittenberg followed by two years of study at Case Western Reserve University or Columbia University. Nursing and occupational therapy have similar programs with Case Western and Washington University, respectively. The school also partners with Duke University for degrees in marine biology and forestry and environmental studies. There are over 120 student organizations and clubs as well as a vibrant Greek life system. Its 23 athletic teams compete in NCAA Division III in the North Coast Athletic Conference.",http://www.forbes.com/colleges/wittenberg-university/?list=top-colleges
211,United States Merchant Marine Academy,http://www.usmma.edu/,Kings Point,New York,NY,http://i.forbesimg.com/media/lists/colleges/united-states-merchant-marine-academy_200x200.jpg,https://www.facebook.com/USMMA.Alumni,https://twitter.com/USMMA_Alumni,516-726-5800,"Located in Kings Point, Long Island, the U.S. Merchant Marine Academy is a federal service academy that was founded in 1943. It was the first of the five service academies to admit women, which they started in 1974. The campus is composed of more than 80 acres and is home to 28 buildings and over 100 vessels. It is the only institution with permission to carry a battle standard in its color guard because the school’s midshipmen have served in every major foreign conflict the U.S. has engaged in since World War II. Student clubs include Regimental Marching Band, Sailing Squadron, and Debate Council.Graduates have gone on to become astronauts, CEOs, admirals and more. The campus is home to the American Merchant Marine Museum, which includes the National Maritime Hall of Fame. The Mariners athletic teams play in NCAA Division III athletics.",http://www.forbes.com/colleges/united-states-merchant-marine-academy/?list=top-colleges
212,University of Dallas,http://www.udallas.edu/,Irving,Texas,TX,http://i.forbesimg.com/media/lists/colleges/university-of-dallas_200x200.jpg,https://www.facebook.com/udallas,https://twitter.com/UofDallas,800-628-6999,"Founded in 1956 and affiliated with the Roman Catholic Church, the University of Dallas is located in Irving, TX. It is one of 16 Catholic universities in the nation to earn a Phi Beta Kappa chapter. There is a core curriculum of approximately 20 classes that students are required to complete over the course of two years. The University of Dallas hosts the Constantin College of Liberal Arts, the College of Business, the School of Ministry and the Braniff Graduate School of Liberal Arts. Its Center for Cybersecurity Education is one of just seven programs of its kind worldwide.The university has one of the largest study abroad programs in the country. Thirty-six students have been named Fulbright scholars over the school’s 55-year history. The university competes in NCAA Division III athletics, and the school mascot is the Crusader.",http://www.forbes.com/colleges/university-of-dallas/?list=top-colleges
213,University of Tulsa,http://www.utulsa.edu/,Tulsa,Oklahoma,OK,http://i.forbesimg.com/media/lists/colleges/university-of-tulsa_200x200.jpg,https://www.facebook.com/UTulsaAdmission,https://twitter.com/utulsa,918-631-2000,"Founded in 1894 by the Presbyterian Church, the university now offers over 60 undergraduate programs in three undergraduate colleges, including schools for arts and sciences, engineering, and business. One in 10 students admitted are National Merit Scholars, and TU students have won numerous scholarships and awards, including 57 Goldwater Scholarships, 11 Truman scholarships, 15 Fulbright grants, and two Rhodes scholarships. TU students compete in Division I of the NCAA with 18 varsity sports teams. Tulsa has won six national championships, including four in women’s golf and two in men’s basketball. Their nickname is the “Golden Hurricane.” At the university, one of the oldest traditions is the “Ringing of the Bell,” in which graduating seniors ring the Cupola bell after finishing their last exam.",http://www.forbes.com/colleges/university-of-tulsa/?list=top-colleges
214,University of San Francisco,http://www.usfca.edu/,San Francisco,California,CA,http://i.forbesimg.com/media/lists/colleges/university-of-san-francisco_200x200.jpg,https://www.facebook.com/University.of.San.Francisco,https://twitter.com/usfca,(415) 422-5555,"A private Jesuit-affiliated university founded in 1855, USF consists of five schools: the College of Arts and Sciences, the School of Education, the School of Law, the School of Management, and the School of Nursing and Health Professions. USF has an “extended classroom” program that works to find internships for its student body throughout San Francisco and Silicon Valley. The school competes in NCAA Division I-AAA athletics and the school mascot is Don, a Spanish Knight.",http://www.forbes.com/colleges/university-of-san-francisco/?list=top-colleges
215,"CUNY, City College",http://www.ccny.cuny.edu/,New York,New York,NY,http://i.forbesimg.com/media/lists/colleges/cuny-city-college_200x200.jpg,https://www.facebook.com/CUNYedu,https://twitter.com/CityCollegeNY,212-650-7000,"City College of New York was created in 1847 as the Free Academy of the City of New York, and it is the oldest member of City University of New York system. Its campus is set in Upper Manhattan. Although highly reputed for its STEM education, undergraduates can select from majors as varied as sonic arts, bilingual childhood education and business. Nine City College alumni are Nobel laureates, which is the most from any public college in the country. The college includes The Grove School of Engineering and the Bernard and Anne Spitzer School of Architecture, which are the only public institutions of those fields in New York City. Through a unique five-year BS/MD program and 28-month Physician Assistant program, the Sophie Davis School of Biomedical Education aims to increase minority involvement in the medicine profession while helping medically neglected communities. The school’s sports teams compete in NCAA Division I, City University of New York Athletic Conference and Eastern College Athletic Conference.",http://www.forbes.com/colleges/cuny-city-college/?list=top-colleges
216,Texas Christian University,http://www.tcu.edu/,Fort Worth,Texas,TX,http://i.forbesimg.com/media/lists/colleges/texas-christian-university_200x200.jpg,https://www.facebook.com/TCUTexasChristianUniversity,https://twitter.com/TCU,817.257.7000,"Texas Christian University was established in 1873 and is affiliated with the Christian Church. There are 130 undergraduate programs, 61 master’s degree programs and 24 doctoral study programs. Last year, the Rees- Jones Foundation gave the university a $20 million gift for the TCU Institute of Child Development, which works with children who have social, behavioral and emotional problems. Since 1973, graduate and undergraduate students have managed an Educational Investment Fund of more than $1 million in assets, which allows students to experience investing and portfolio management.The bronze frog statue located at the heart of campus was constructed in 1984 by Seppo Aarnos, an internationally known sculptor and parent of two TCU alumni; students rub the frog’s nose for good luck before exams.Texas Christian University competes in NCAA Division I athletics, and the school mascot is the Horned Frog.",http://www.forbes.com/colleges/texas-christian-university/?list=top-colleges
217,Saint John's University (MN),http://www.csbsju.edu/,St Joseph,Minnesota,MN,http://i.forbesimg.com/media/lists/colleges/saint-johns-university_200x200.jpg,https://www.facebook.com/stjohnsu,https://twitter.com/StJohnsU,(320) 363-2011,"Saint John's University in Collegeville, MN, works in conjunction with the College of Saint Benedict to provide Catholic higher education for the Minnesota area. This all-male college was established in 1857 and is affiliated with the Roman Catholic Church. Nearly 20% of graduates go directly to graduate school and 80% find career-related positions or enter service work upon graduating. The university offers degrees in fine arts, humanities, natural science, social science and interdisciplinary and pre-professional programs. It is also home to the famous Saint John’s Bible. Saint John’s University competes in Division III athletics. Former head football coach John Gagliardi has the most wins in all of college football; he was also the first active coach to be inducted into the College Football Hall of Fame.",http://www.forbes.com/colleges/saint-johns-university/?list=top-colleges
218,"University of California, Santa Cruz",http://www.ucsc.edu/,Santa Cruz,California,CA,http://i.forbesimg.com/media/lists/colleges/university-of-california-santa-cruz_200x200.jpg,https://www.facebook.com/ucsantacruz,https://twitter.com/ucsc,(831) 459-0111,"Founded in 1965, University of California, Santa Cruz only issued narrative evaluations of students. In 2001, it introduced a hybrid system including letter grades for the first time. Although the school is well-known for its science programs, the most popular undergrad degrees are psychology, business management, economics and literature. The school's Academic Excellence program has been awarded for fostering peer-to-peer mentorship opportunities for STEM students. UCSC implemented the first computer game design major in the UC system. UCSC’s organic farm and garden program is one of the oldest such initiatives at a U.S. university. The campus’ McHenry Library is home to an archive of recordings by the Grateful Dead. The school competes in NCAA Division III athletics and the mascot is the Banana Slug, a yellow mollusk that resides in the university’s redwood forest.",http://www.forbes.com/colleges/university-of-california-santa-cruz/?list=top-colleges
219,Saint Mary's College of California,http://www.stmarys-ca.edu/,Moraga,California,CA,http://i.forbesimg.com/media/lists/colleges/saint-marys-college-of-california_200x200.jpg,https://www.facebook.com/stmarysca,https://twitter.com/stmarysca,925-631-4000,"Saint Mary’s College of California is a private college located in Moraga, CA. It was established in 1863 and is affiliated with the Roman Catholic Church in the tradition of the De La Salle Christian Brothers. Saint Mary’s was originally a school for men, and remained that way until 1970. By 2013, around 60% of students were women. The Collegiate Seminar is the foundation of the college’s core curriculum and consists of four courses that explore major works of Western civilization. January Term is a unique academic session in which students travel abroad or take only one class, which is encouraged to be outside of their major. De La Salle Week is a week-long event that includes activities like a 5k run, a campus BBQ, service opportunities, meditation retreats and prominent speakers. St. Mary’s College of California competes in NCAA Division I athletics.",http://www.forbes.com/colleges/saint-marys-college-of-california/?list=top-colleges
220,Calvin College,https://www.calvin.edu/,Grand Rapids,Michigan,MI,http://i.forbesimg.com/media/lists/colleges/calvin-college_200x200.jpg,https://www.facebook.com/calvincollege,https://twitter.com/CalvinCollege,616-526-6000,"Founded in 1876, Calvin College is a small-size private liberal arts college located in Grand Rapids, MI. Named after John Calvin, the college is affiliated with the Christian Reformed Church. The College established a core curriculum with three parts: Gateway, Competencies and Studies, and Capstone. Students are generally required to take 45 hours of core courses during their time at Calvin. The College’s Speech Pathology and Audiology Program offers a five-year Bachelor’s to Master’s degree; students practice their skills in clinical settings such as the college’s adult-neuroscience and pediatric clinics. There are 5 chapel themes to guide weekly worship. The McGregor Fellowship Program, established in 1998 with a grant from the Detroit-based McGregor Fund, sponsors collaborative student-faculty summer research in the arts, humanities, and social sciences. The Calvin Knights compete in NCAA Division III athletics.",http://www.forbes.com/colleges/calvin-college/?list=top-colleges
221,Stonehill College,http://www.stonehill.edu/,Easton,Massachusetts,MA,http://i.forbesimg.com/media/lists/colleges/stonehill-college_200x200.jpg,https://www.facebook.com/stonehillcollege,https://twitter.com/stonehill_info,888-694-4554,"Stonehill College is a private, Catholic liberal arts college in Easton, MA. It was founded in 1948 by the Congregation of the Holy Cross. Students can take advantage of Stonehill’s small New England town atmosphere, though the college is a short bus or car ride from Boston and Providence. The college offers over 80 majors, minors and programs, the most popular of which include biology, psychology, education, communication, and criminology. There are over 70 student organizations on campus and around 40% of Class of 2013 students spent at least one semester studying or interning abroad. Stonehill students can select from over 200 affiliate programs in 35 countries. The college’s varsity athletic teams, known as the Skyhawks, compete in the Northeast-10 Conference at the Division II level.",http://www.forbes.com/colleges/stonehill-college/?list=top-colleges
222,"University of Massachusetts, Amherst",http://www.umass.edu/,Amherst,Massachusetts,MA,http://i.forbesimg.com/media/lists/colleges/university-of-massachusetts-amherst_200x200.jpg,https://www.facebook.com/UMassAmherst,https://twitter.com/UMassAmherst,(413) 545-0111,"The flagship of the public University of Massachusetts system offers 110 bachelor’s programs, 74 master’s and 47 doctoral programs. Students have the opportunity to take classes at nearby Amherst, Hampshire, Mount Holyoke and Smith Colleges using the free Five College bus system. This year, the Board of Trustees approved a freeze on tuition and mandatory fees for in-state undergraduates. The university is one of just 16 in the U.S. to receive a gold rating for its sustainability practices from the Association for the Advancement of Sustainability in Higher Education. The athletic teams compete in NCAA Division I and the Atlantic 10 in maroon and white as the Minutemen. The school motto is “By the sword we seek peace; but peace only under liberty.”",http://www.forbes.com/colleges/university-of-massachusetts-amherst/?list=top-colleges
